,Case_Number,date_cn,Type,Activity,Country,Area,Location,Sex,Age,Injury,Fatal_(Y/N),Time,Species,original_order
2006,1997.08.14.a,1997-08-14,UNPROVOKED,SCUBA DIVING,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",M,33.0,"FATAL, arm & leg severed ",Y,,"TIGER SHARK, 5.2 M [17']",3987
2007,1997.08.11.c,1997-08-11,UNPROVOKED,FLOATING ON RAFT,USA,Florida,"New Smyrna Beach, Volusia County",F,12.0,Small lacerations on right lower leg,N,14h16,,3986
2008,1997.08.11.b,1997-08-11,UNPROVOKED,FISHING,EGYPT,Red Sea,Safaga,M,17.0,Seriously injured,N,,,3985
2009,1997.08.11.a,1997-08-11,UNPROVOKED,FISHING,EGYPT,Red Sea,Safaga,M,16.0,FATAL,Y,,THOUGHT TO INVOLVE AN OCEANIC WHITETIP SHARK OR A WHITE SHARK,3984
2010,1997.08.10,1997-08-10,UNPROVOKED,BOOGIE BOARDING,USA,Florida,"New Smyrna Beach, Volusia County",M,17.0,Lacerations to foot,N,11h48,,3983
2011,1997.08.09,1997-08-09,UNPROVOKED,SURFING,USA,Florida,"New Smyrna Beach, Volusia County",M,,Lacerations to right foot,N,17h15,,3982
2012,1997.08.05,1997-08-05,UNPROVOKED,WADING,USA,Texas,"East Beach, Galveston",F,10.0,Wrist & am bitten,N,,1 M SHARK,3981
2013,1997.08.04,1997-08-04,UNPROVOKED,WADE-FISHING,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",M,,Left forearm & wrist bitten,N,,1.5 M [5'] SHARK,3980
2014,1997.08.02.b,1997-08-02,UNPROVOKED,BODY SURFING,USA,Florida,"New Smyrna Beach, Volusia County",M,17.0,Top of left foot bitten,N,15h45,JUVENILE SHARK,3979
2015,1997.08.02.a,1997-08-02,UNPROVOKED,WADING / SURFING,USA,Florida,"New Smyrna Beach, Volusia County",M,19.0,Top of left foot bitten,N,09h15,"""JUVENILE SHARK""",3978
2016,1997.07.27,1997-07-27,UNPROVOKED,SURFING,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",M,19.0,Leg lacerated,N,14h25,,3977
2017,1997.07.21,1997-07-21,UNPROVOKED,SURFING,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",M,25.0,FATAL,Y,12h45,4.5 M WHITE SHARK,3976
2018,1997.07.17,1997-07-17,UNPROVOKED,SURFING,BRAZIL,Pernambuco,"Boa Viagem, Recife",M,,Survived,N,,,3975
2019,1997.07.14,1997-07-14,UNPROVOKED,STANDING,USA,South Carolina,"Myrtle Beach, Horry County",M,50.0,Left calf bitten,N,Night,BLACKTIP SHARK,3974
2020,1997.07.12,1997-07-12,UNPROVOKED,FISHING FOR OCTOPUS,OKINAWA,Miyako,Hirara,M,55.0,"FATAL, legs severed  ",Y,,WHITE SHARK,3973
2021,1997.07.02.R,1997-07-02,UNPROVOKED,SURFING,BRAZIL,Pernambuco,Paiva,,,Right thigh bitten,N,,,3972
2022,1997.06.24,1997-06-24,UNPROVOKED,SPEARFISHING / NIGHT DIVING,USA,Hawaii,"Sunset Beach, Oahu",M,,Leg bitten just above ankle,N,23h00,2.4 M [8'] SHARK,3971
2023,1997.06.15,1997-06-15,UNPROVOKED,SNORKELING,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,F,47.0,"Bitten on inner thigh, leg surgically amputated",N,14h30,"TIGER SHARK, 2.7M  [9']",3970
2024,1997.06.09,1997-06-09,UNPROVOKED,SURFING,USA,Florida, Palm Beach County,M,18.0,Laceration to left upper arm,N,18h00,POSSIBLY A SPINNER SHARK,3969
2025,1997.06.07,1997-06-07,UNPROVOKED,BATHING,BRAZIL,Rio de Janeiro,"Copacabana, Rio de Janeiro",M,,,UNKNOWN,,,3968
2026,1997.06.02,1997-06-02,UNPROVOKED,"BODY SURFING, STOOD UP ON SANDBAR",USA,Florida,"Daytona Beach Shores,  Volusia County",M,33.0,4 lacerations above left ankle,N,10h25,1.2 M [4'] SHARK (SPINNER SHARK?),3967
2027,1997.05.31.c,1997-05-31,UNPROVOKED,SPEARFISHING,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee ,M,35.0,Right thigh punctured,N,Morning,4' SHARK,3966
2028,1997.05.31.b,1997-05-31,UNPROVOKED,SURFING,USA,Florida,"Flagler Beach, Flagler County",M,34.0,Left elbow bitten,N,11h00,POSSIBLY A SAND SHARK,3965
2029,1997.05.31.a,1997-05-31,UNPROVOKED,SURFING,USA,Florida,"Flagler Beach, Flagler County",M,12.0,Left ankle bitten,N,11h00,POSSIBLY A SAND SHARK,3964
2030,1997.05.26,1997-05-26,UNPROVOKED,SPEARFISHING,BAHAMAS,Abaco Islands,Powell Cay,M,54.0,Right arm bitten,N,,POSSIBLY A CARIBBEAN REEF SHARK,3963
2031,1997.05.17,1997-05-17,UNPROVOKED,SPEARFISHING,BAHAMAS,Abaco Islands,Walkers Cay,M,,Leg bitten,N,Morning,,3962
2032,1997.04.20,1997-04-20,UNPROVOKED,WINDSURFING,BRAZIL,Rio de Janeiro,"Manguinhos, Ilha Feia, Búzios",M,22.0,Lower left leg & ankle bitten,N,,3.7M  TO 4.2 M WHITE SHARK,3961
2033,1997.02.28.b,1997-02-28,UNPROVOKED,SWIMMING,AUSTRALIA,Queensland,"Carrara, Nerang River",F,21.0,Left leg biten,N,,A SMALL SHARK,3960
2034,1997.02.28.a,1997-02-28,UNPROVOKED,SCUBA DIVING,AUSTRALIA,Queensland,Whitsunday Passage,M,30.0,Left arm bitten,N,Midday,"TIGER SHARK, 2M TO 3M",3959
2035,1997.02.21,1997-02-21,UNPROVOKED,,USA,Hawaii,"Sunset Beach, O'ahu",M,,No details,UNKNOWN,,,3958
2036,1997.02.20,1997-02-20,UNPROVOKED,,REUNION,L'Etang-Sale,,M,,Hand injured,N,,,3957
2037,1997.02.03,1997-02-03,BOATING,ROWING,AUSTRALIA,New South Wales,"Iron Cove, Sydney",F,49.0,"Bruised, when shark struck scull & catapulted her into the water",N,,,3956
2038,1997.01.25,1997-01-25,UNPROVOKED,SNORKELING,AUSTRALIA,Queensland,"Whitehaven Beach, Whitsundays Island",M,27.0,"Left leg lacerated, punctures to right leg",N,11h00 / 11h30,1.8 M TO 2.1 M [6' TO 7'] SHARK,3955
2039,1997.01.20,1997-01-20,UNPROVOKED,WINDSURFING,AUSTRALIA,Western Australia,Geraldton,M,41.0,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y,18h00,"TIGER SHARK, 4.5 M [14'9""]",3954
2040,1997.01.03.a,1997-01-03,UNPROVOKED,SPEARFISHING,REUNION,,la Pointe-au-Sel,M,,FATAL,Y,,BULL SHARK,3953
2041,1997.01.01,1997-01-01,BOATING,WATCHING SEALS,AUSTRALIA,Victoria,"Seal Rocks, Phillip Island",,,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",N,,WHITE SHARK,3952
2042,1996.12.29,1996-12-29,UNPROVOKED,SURFING,AUSTRALIA,Queensland,Coolum Beach,M,18.0,,UNKNOWN,18h00,,3951
2043,1996.12.10,1996-12-10,UNPROVOKED,SURFING,SOUTH AFRICA,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",M,,Elbow bitten,N,16h15,WHITE SHARK,3950
2044,1996.12.00.b,1996-12-01,UNPROVOKED,SPEARFISHING,NEW CALEDONIA,,,M,,"Presumed fatal, only his shark-bitten speargun recovered",Y,,,3949
2045,1996.12.00.a,1996-12-01,UNPROVOKED,ATTEMPTING TO ATTRACT DOLPHINS,NEW CALEDONIA,South Province,L'llot Maetre,F,,Hand bitten,N,,,3948
2046,1996.11.29.a,1996-11-29,UNPROVOKED,SURFING,USA,California,"Salmon Creek Beach, Sonoma County",M,45.0,Single laceration on ankle & board bitten,N,08h30,3 M TO 5 M [10' TO 16.5'] WHITE SHARK,3947
2047,1996.11.18,1996-11-18,UNPROVOKED,SURFING,USA,Florida,"Coral Cove Park, Palm Beach County",M,26.0,Right foot bitten,N,17h00,,3946
2048,1996.10.28.b,1996-10-28,UNPROVOKED,SURFING,BRAZIL,Pernambuco,Barra de Jangada,,,Leg bitten,N,,,3945
2049,1996.10.28.a,1996-10-28,UNPROVOKED,SURFING,BRAZIL,Pernambuco,Barra de Jangada,M,,Survived,N,,,3944
2050,1996.10.09,1996-10-09,UNPROVOKED,SWIMMING OR SNORKELING,OKINAWA,Miyako Island,Boragawa Beach,M,,FATAL,Y,,,3943
2051,1996.10.05.,1996-10-05,UNPROVOKED,SURFING,USA,California,"Dillon Beach, Marin County",M,22.0,Lower leg bitten,N,13h00,5.5 M TO 6 M [18' TO 20'] WHITE SHARK,3942
2052,1996.10.03.b,1996-10-03,UNPROVOKED,SURFING,USA,Florida,"Cocoa Beach, Brevard County",M,21.0,"4"" laceration on left forearm",N,08h30,1.2 M [4'] SHARK,3941
2053,1996.10.03.a,1996-10-03,UNPROVOKED,SURFING,USA,California,"North Salmon Creek Beach, Sonoma County",M,31.0,"No Injury, shark struck his board",N,07h19,5 M [16.5'] WHITE SHARK,3940
2054,1996.10.00,1996-10-01,UNPROVOKED,,BRAZIL,Pernambuco,,,,Survived,N,,,3939
2055,1996.09.18,1996-09-18,UNPROVOKED,SWIMMING,USA,Florida,"New Smyrna Beach, Volusia County",M,14.0,4 or 5 lacerations on left ankle,N,13h37,,3938
2056,1996.09.06.b,1996-09-06,UNPROVOKED,DIVING FOR ABALONE,NEW ZEALAND,Chatham Islands ,Waihere Bay,M,23.0,"Back, arms & wrist severely lacerated",N,10h00,WHITE SHARK,3937
2057,1996.09.06.a,1996-09-06,UNPROVOKED,SURFING / SWIMMING,USA,Florida,"New Smyrna Beach, Volusia County",M,19.0,Small puncture wounds and lacerations on right leg just below knee,N,12h15,"""A YOUNG SHARK""",3936
2058,1996.09.02.b,1996-09-02,UNPROVOKED,STANDING,USA,Florida,"Behune Beach, Volusia County",M,5.0,Right foot bitten,N,18h05,,3935
2059,1996.09.02.a,1996-09-02,UNPROVOKED,SITTING ON SURFBOARD,USA,Florida,"Bethune Beach, Volusia County",M,28.0,Small lacerations on left foot,N,13h25,,3934
2060,1996.09.01.b,1996-09-01,INVALID,BOOGIE BOARDING,USA,South Carolina,"Garden City Beach, Horry County",F,28.0,Minor injuries to foot,N,Afternoon,SHARK INVOLVEMENT NOT CONFIRMED,3933
2061,1996.09.01.a,1996-09-01,PROVOKED,SPEARFISHING,SOUTH AFRICA,KwaZulu-Natal,Hibberdene,M,29.0,No injury  PROVOKED INCIDENT,N,07h19,WHITE SHARK,3932
2062,1996.08.29,1996-08-29,UNPROVOKED,BODY BOARDING,USA,Hawaii,"Paukukalo, Maui",M,19.0,Right calf bitten,N,16h00,"TIGER SHARK, 2.4 M [8']",3931
2063,1996.08.13,1996-08-13,UNPROVOKED,FREE DIVING FOR ABALONE,USA,California,"Bird Rock, Tomales Point",M,36.0,"Left shoulder, forearm, hand & abdomen lacerated",N,11h15,6 M [20'] WHITE SHARK,3930
2064,1996.08.11,1996-08-11,UNPROVOKED,WADE FISHING,USA,Florida,"Bayshore Garden, Sarasota Bay, Sarasota County",M,21.0,"No injury, towed by shark that grabbed stringer of fish tied to his waist",N,14h00,1.8 M TO 2.1 M [6' TO 7'] HAMMERHEAD SHARK,3929
2065,1996.07.26,1996-07-26,UNPROVOKED,STANDING,USA,Florida,"Wiggins Pass, Collier County",F,8.0,Survived,N,19h30,,3928
2066,1996.07.23.b,1996-07-23,UNPROVOKED,SWIMMING,OKINAWA,Miyako,Hirara City,M,52.0,"FATAL, torso & abdomen bitten,  forearm severedL",Y,,5 M [16.5'] WHITE SHARK,3927
2067,1996.07.23.a,1996-07-23,UNPROVOKED,FREE DIVING WITH A POD OF DOLPHINS,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba","1 km off the mouth of Marsa Bereika, north of Ras Mohammed",M,,"Bitten on back, shoulder & chest",N,18h00,SAID TO INVOLVE AN OCEANIC WHITETIP SHARK,3926
2068,1996.07.21,1996-07-21,UNPROVOKED,SWIMMING,USA,Massachusetts,"Truro (Cape Cod), Barnstable County",M,46.0,Lacerations to left leg & right foot ,N,,6' SHARK,3925
2069,1996.07.20,1996-07-20,UNPROVOKED,SWIMMING,USA,Florida,"New Smyrna Beach, Volusia County",M,9.0,Laceration to right arm,N,13h30,,3924
2070,1996.07.14,1996-07-14,UNPROVOKED,,USA,Hawaii,"Nakalele Point, Maui",,,No details,UNKNOWN,,,3923
2071,1996.07.10,1996-07-10,UNPROVOKED,,USA,Florida,"New Smyrna Beach, Volusia County",M,18.0,Right foot bitten,N,13h45,,3922
2072,1996.07.04.b,1996-07-04,UNPROVOKED,STANDING,USA,Florida,"Public Beach, Siesta Key, Sarasota County",F,63.0,Laceration on left foot,N,14h00,5' TO 6' SHARK,3921
2073,1996.07.04.a,1996-07-04,UNPROVOKED,DIVING,BAHAMAS,Cat Cay,,M,24.0,Left leg lacerated,N,,,3920
2074,1996.06.25,1996-06-25,UNPROVOKED,BODY SURFING,USA,South Carolina,"Fripp Island, Beaufort County",F,24.0,"Lacerations to left shin, heel & foot",N,Afternoon,,3919
2075,1996.06.06,1996-06-06,UNPROVOKED,SURFING,AUSTRALIA,Victoria,"Suicide Point, Point Leo",M,,"No injury, board bitten",N,17h30,4 M WHITE SHARK,3918
2076,1996.06.04,1996-06-04,UNPROVOKED,SURFING,SOUTH AFRICA,KwaZulu-Natal,LaMercy,M,,Survived,N,,,3917
2077,1996.05.28,1996-05-28,UNPROVOKED,SURFING,SOUTH AFRICA,Western Cape Province,"The Steps, Wilderness",M,17.0,Leg bitten,N,14h45,2.5 M [8.25'] WHITE SHARK,3916
2078,1996.05.24,1996-05-24,INVALID,TECH DIVING,AUSTRALIA,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",M,45.0,"FATAL, but shark involvement prior to death was not confirmed",Y,,WHITE SHARK,3915
2079,1996.05.18,1996-05-18,UNPROVOKED,SURFING,USA,Florida,"South of Ponce Inlet, Volusia County",M,22.0,Right foot & ankle bitten,N,13h40,1.2 M [4'] SHARK,3914
2080,1996.05.10,1996-05-10,UNPROVOKED,SHELL DIVING,SOUTH KOREA,,,M,33.0,FATAL,Y,11h00,,3913
2081,1996.05.07,1996-05-07,UNPROVOKED,SURFING,USA,Florida,"Shark Shallows, Ponce Inlet, Volusia County",M,27.0,Left foot & leg bitten,N,11h06,60 CM TO 90 CM [2' TO 3'] BLACKTIP OR SPINNER SHARK,3912
2082,1996.04.28.b,1996-04-28,UNPROVOKED,,USA,Hawaii,"La'ie Point, O'ahu",M,,No details,UNKNOWN,,,3911
2083,1996.04.25.b,1996-04-25,UNPROVOKED,SWIMMING,AUSTRALIA,New South Wales,Mona Vale,M,11.0,Puncture wounds on upper left thigh ,N,,WOBBEGONG SHARK,3910
2084,1996.04.25.a,1996-04-25,UNPROVOKED,SWIMMING,AUSTRALIA,New South Wales,Mona Vale,F,16.0,Puncture wounds on leg ,N,,WOBBEGONG SHARK,3909
2085,1996.04.07,1996-04-07,UNPROVOKED,SWIMMING,BRAZIL,Pernambuco,"Boa Viagem, Recife",M,,FATAL,Y,,,3908
2086,1996.03.05,1996-03-05,UNPROVOKED,SWIMMING BREAST STOKE,AUSTRALIA,Queensland,Heron Island,F,47.0,Left arm & leg lacerated,N,07h00,TIGER SHARK,3907
2087,1996.03.00,1996-03-01,UNPROVOKED,FISHING IN KNEE-DEEP WATER,AUSTRALIA,New South Wales,Lord Howe Island,M,7.0,Left calf bitten,N,,1.5 M [5'] SHARK,3906
2088,1996.02.26,1996-02-26,UNPROVOKED,DIVED NAKED INTO THE WATER ON A BET,AUSTRALIA,New South Wales,"Charles Street Wharf, Parramatta River",M,24.0,Left leg & right testicle bitten,N,Night,BRONZE WHALER SHARK,3905
2089,1996.02.19.R,1996-02-19,PROVOKED,SWIMMING IN FISH TANK,USA,Missouri,St. Louis,F,32.0,5 punctures to hand from captive shark PROVOKED INCIDENT,N,,NURSE SHARK,3904
2090,1996.02.10.c,1996-02-10,UNPROVOKED,,PAPUA NEW GUINEA,Madang Province,Madang,M,,FATAL,Y,,,3903
2091,1996.02.10.b,1996-02-10,UNPROVOKED,,PAPUA NEW GUINEA,Madang Province,Madang,,,Thigh,N,,,3902
2092,1996.02.10.a,1996-02-10,UNPROVOKED,DIVING,PAPUA NEW GUINEA,Madang Province,Madang,,14.0,Leg severed FATAL,Y,,,3901
2093,1996.02.05,1996-02-05,SEA DISASTER,BOEING 757 ENROUTE FROM PORTA PLATA PLUNGED INTO THE SEA,DOMINICAN REPUBLIC,12 miles off the north coast,Boeing 757 enroute from Porta Plata,,,"106 bodies were recovered, some had been bitten by sharks",Y,,,3900
2094,1996.02.04,1996-02-04,UNPROVOKED,SWIMMING,AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",M,7.0,Ankles injured,N,Afternoon,"""REEF SHARK""",3899
2095,1996.01.23,1996-01-23,PROVOKED,WADING,USA,Florida,"Florida Keys, Monroe County",M,33.0,Shark bit his leg after he grabbed its tail & wouldn't let go PROVOKED INCIDENT,N,,"NURSE SHARK, 0.9 M  [3']",3898
2096,1996.01.22,1996-01-22,UNPROVOKED,SWIMMING,AUSTRALIA,Queensland,"Brown's Inlet, Broadwater",F,13.0,Lacerations to left calf,N,,BRONZE WHALER SHARK,3897
2097,1996.01.16,1996-01-16,UNPROVOKED,SWIMMING WITH MASK & SNORKEL,USA,Hawaii,"Ka’eleki’I Point, Maui",M,53.0,Lacerations to left foot & right shin,N,15h45,POSSIBLY A TIGER SHARK,3896
2098,1996.01.14.b,1996-01-14,UNPROVOKED,,AUSTRALIA,Western Australia,"Mutton Bird Island, Albany",,,No details,UNKNOWN,,,3895
2099,1996.01.12,1996-01-12,BOATING,CHUMMING FOR SHARKS,AUSTRALIA,New South Wales,Eight-mile reef off Port Kembla,,,"No injury to occupants; shark rammed, bit & sank boat ",N,10h00,"MAKO SHARK, 4.3 M [14']",3894
2100,1996.01.10,1996-01-10,UNPROVOKED,SURFING,REUNION,Saint-Paul ,Embouchure de l'étang de Saint Paul,M,25.0,FATAL,Y,16h00,"TIGER SHARK, 300-KG [662-LB]",3893
2101,1996.00.00.b,,UNPROVOKED,,FIJI,Taveuni,,M,,FATAL,Y,,"TIGER SHARK, 2.5 M [8.25']",3892
2102,1996.00.00.a,,UNPROVOKED,SURFING,USA,North Carolina,,M,,Survived,N,,TIGER SHARK,3891
2103,1995.12.18,1995-12-18,UNPROVOKED,,USA,Hawaii,Southwest of O'ahu,M,,No details,UNKNOWN,,,3890
2104,1995.11.29,1995-11-29,UNPROVOKED,"DIVING, GATHERING SHELLFISH",NEW ZEALAND,"Chatham Islands, east of New  Zealand",,M,22.0,Leg & chest lacerated,N,,5 M [16.5'] WHITE SHARK,3889
2105,1995.11.25.b,1995-11-25,INVALID,,USA,Hawaii,"Ha'ena, Kaua'i",M,,Minor injury,N,,SHARK INVOLVEMENT NOT CONFIRMED,3888
2106,1995.11.25.a,1995-11-25,UNPROVOKED,FELL OFF AIRCRAFT CARRIER,NORTHERN ARABIAN SEA,,,M,,"Minor injuries, bites on fingers & toes. Rescued by Pakistani fishermen",N,,,3887
2107,1995.11.17,1995-11-17,UNPROVOKED,,AUSTRALIA,Queensland,Great Keppel Island,M,,Survived,N,,,3886
2108,1995.10.28.R,1995-10-28,UNPROVOKED,BOOGIE BOARDING,USA,Florida,,M,13.0,Lacerations to right foot,N,,,3885
2109,1995.10.21,1995-10-21,UNPROVOKED,SURFING,USA,Florida,"North Beach, St. Lucie County",M,17.0,Foot bitten,N,,,3884
2110,1995.10.11,1995-10-11,UNPROVOKED,PLAYING / STANDING,AUSTRALIA,Queensland,"Pialba, Hervey Bay",F,15.0,Laceration to thigh,N,14h30,4 M SHARK,3883
2111,1995.10.01,1995-10-01,UNPROVOKED,SURFING,USA,Florida,"Ormond Beach, Volusia County",M,39.0,Right arm injured,N,11h30,1.2 M TO 1.5 M [4' TO 5']   SHARK,3882
2112,1995.09.30.b,1995-09-30,UNPROVOKED,SURFING,USA,Florida,"Crescent Beach, St. Augustine, St. Johns County",M,14.0,4 punctures in left foot,N,Morning,1.5 TO 1.8 M [5' TO 6'] SHARK,3881
2113,1995.09.30.a,1995-09-30,UNPROVOKED,SURFING,USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",M,17.0,Leg & ankle bitten,N,,,3880
2114,1995.09.28,1995-09-28,UNPROVOKED,WINDSURFING,USA,California,"Davenport Landing, Santa Cruz County",M,25.0,"Right foot bruised, board bitten",N,17h30,4 M [13'] WHITE SHARK,3879
2115,1995.09.19.,1995-09-19,UNPROVOKED,SURFING,USA,Florida,"Matanzas Bay Inlet, St. Johns County",M,19.0,Left arm & hand lacerated,N,,1.8 M [6'] SHARK,3878
2116,1995.09.17,1995-09-17,UNPROVOKED,SWIMMING,USA,Florida,"Daytona Beach, Volusia County",F,19.0,Left elbow and bicep bitten,N,15h40,,3877
2117,1995.09.16,1995-09-16,UNPROVOKED,BODY-BOARDING,REUNION,Saint-Denis,,M,,FATAL,Y,,,3876
2118,1995.09.13,1995-09-13,UNPROVOKED,SCUBA DIVING,USA,Florida,"Alligator Reef, off Islamorada, Monroe County",M,25.0,"Presumed FATAL, body not recovered",Y,,3 M TO 3.7 M [10' TO 12'] BULL SHARK,3875
2119,1995.09.11,1995-09-11,UNPROVOKED,ABALONE DIVING USING HOOKAH (NEAR CALVING WHALES),AUSTRALIA,Western Australia,"Honeymoon Island, near Hopetown",M,29.0,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Y,15h00,WHITE SHARK,3874
2120,1995.09.03.b,1995-09-03,UNPROVOKED,ABALONE DIVING USING HOOKAH (RESTING ON THE SURFACE),USA,California,"Shelter Cove, Humboldt County",M,32.0,Lower leg bitten,N,16h00,3 M TO 4 M [10' TO 13'] WHITE SHARK,3873
2121,1995.09.03.a,1995-09-03,INVALID,SWIMMING,USA,North Carolina,"Bald Head Island, Brunswick County",M,9.0,Laceration to lower leg,N,,SHARK INVOLVEMENT NOT CONFIRMED,3872
2122,1995.08.31.b,1995-08-31,UNPROVOKED,SURFING,USA,Florida,"North Beach Inlet, St. Lucie County",M,19.0,Left hand & forearm bitten,N,,1.2 M TO 1.5 M [4' TO 5'] SHARK,3871
2123,1995.08.31.a,1995-08-31,UNPROVOKED,ON A FLOAT,USA,South Carolina,"Myrtle Beach, Horry County",M,44.0,Puncture wounds on ankle & leg,N,,,3870
2124,1995.08.27,1995-08-27,UNPROVOKED,SURFING,BRAZIL,Pernambuco,"Boa Viagem, Recife",M,,Survived,N,,,3869
2125,1995.08.26/b,1995-08-26,UNPROVOKED,SURFING,USA,Florida,"Crescent Beach, St. Johns County",M,16.0,Left elbow bitten,N,18h30,5' SHARK,3868
2126,1995.08.26.a,1995-08-26,UNPROVOKED,SURFING,USA,Florida,"Ponce de Leon Inlet, Volusia County",M,18.0,4 puncture wounds on right pinky finger,N,14h10,"""A SMALL SHARK""",3867
2127,1995.08.25,1995-08-25,UNPROVOKED,SWIMMING,USA,North Carolina,"Off Masonboro Island, New Hanover County",M,16.0,Left arm bitten,N,"""Night""",1.2 M TO 1.5 M [4' TO 5'] SHARK,3866
2128,1995.08.22.c,1995-08-22,UNPROVOKED,SWIMMING,USA,North Carolina,"Wrightsville Beach, New Hanover County",M,23.0,Right foot bitten,N,Afternoon,"""SAND"" SHARK",3865
2129,1995.08.22.a,1995-08-22,UNPROVOKED,SURFING,USA,Florida,"Ponce de Leon Inlet, Volusia County",M,19.0,Bottom of left foot gashed,N,19h00,"""SMALL SHARK""",3864
2130,1995.08.21,1995-08-21,UNPROVOKED,DIVING,USA,North Carolina,Cape Lookout Bight,,,No injury,N,,TWO 1.2 M TO 1.5 M [4' TO 5'] SHARKS,3863
2131,1995.08.19,1995-08-19,UNPROVOKED,FISHING,TONGA,Vava’u,Near Tapana Island,M,18.0,Upper left thigh avulsed  ,N,15h00,"""SMALL SHARK""",3862
2132,1995.08.15,1995-08-15,UNPROVOKED,WADING,USA,Florida,"Daytona Beach, Volusia County ",M,20.0,Thigh lacerated,N,08h30,1.8 M [6'] SHARK,3861
2133,1995.08.13.a,1995-08-13,INVALID,SWIMMING,USA,North Carolina,"Emerald Isle, Carteret County",M,15.0,Death resulted fom drowning; shark bites were post-mortem,Y,,TIGER SHARK,3860
2134,1995.08.10.b,1995-08-10,UNPROVOKED,SURFING,USA,Florida,"Ponce Inlet, Volusia County",M,20.0,Laceration to left heel,N,13h30,,3859
2135,1995.08.10.a,1995-08-10,UNPROVOKED,"""RIDING WAVES ON A BOARD""",USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County",F,14.0,Left foot bitten,N,,BLACKTIP SHARK,3858
2136,1995.08.07,1995-08-07,UNPROVOKED,BODY BOARDING,USA,Florida,"Ponce de Leon Inlet, Volusia County ",M,12.0,Multiple bites on right leg and knee,N,14h10,1.2 M TO 1.5 M [4' TO 5'] SHARK,3857
2137,1995.08.01,1995-08-01,INVALID,FISHING,TONGA,Vava’u,Neiafu,M,,Finger broken when hooked shark grabbed his catch,N,,1.8 M [6'] GREY REEF SHARK,3856
2138,1995.08.00,1995-08-01,INVALID,DIVING,USA,California,"Carmel, Monterey County",M,,Torso bitten,N,,4 M [13'] WHITE SHARK,3855
2139,1995.07.28.e,1995-07-28,UNPROVOKED,SURFING,USA,Florida,"New Smyrna Beach, Volusia County",M,,Left foot bitten,N,16h30,,3854
2140,1995.07.28.d,1995-07-28,UNPROVOKED,SURFING,USA,Florida,"New Smyrna Beach, Volusia County",M,,Minor laceration on lower leg,N,14h45,,3853
2141,1995.07.28.c,1995-07-28,UNPROVOKED,SURFING,USA,Florida,"New Smyrna Beach, Volusia County",M,18.0,Laceration to heel,N,14h10,,3852
2142,1995.07.28.b,1995-07-28,UNPROVOKED,STANDING,USA,Florida,"New Smyrna Beach, Volusia County",M,18.0,2-inch laceration to lower right leg ,N,13h40,,3851
2143,1995.07.28.a,1995-07-28,UNPROVOKED,,USA,South Carolina,"Pawleys Island, Georgetown County",M,12.0,Hand bitten (minor injury),N,,,3850
2144,1995.07.24,1995-07-24,UNPROVOKED,SWIMMING,USA,South Carolina,"Pawleys Island, Georgetown County",F,7.0,Right foot bitten,N,,,3849
2145,1995.07.23,1995-07-23,UNPROVOKED,BODY BOARDING,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",M,47.0,Foot bitten,N,,,3848
2146,1984.11.08,1984-11-08,UNPROVOKED,SURFING,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,M,14.0,Wetsuit lacerated,N,17h00,,3847
2147,1995.07.07,1995-07-07,UNPROVOKED,SURFING,BRAZIL,Pernambuco,Candeias,M,18.0,"Arm bitten, FATAL",Y,,,3847
2148,1995.07.06,1995-07-06,UNPROVOKED,SURFING,USA,Texas,Port Aransas,M,34.0,Foot bitten,N,,,3846
2149,1995.07.03,1995-07-03,PROVOKED,FISHING,USA,Mississippi,"Cat Island, Harrison County",F,32.0,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,N,,BLACKTIP SHARK,3845
2150,1995.07.00,1995-07-01,PROVOKED,JUMPED OFF SURFBOARD & LANDED ON THE SHARK,USA,South Carolina,"Off 29th Avenue, Myrtle Beach, Horry County",M,,Foot bitten PROVOKED INCIDENT,N,,,3844
2151,1995.06.30,1995-06-30,UNPROVOKED,SCUBA DIVING (ASCENDING USING SCOOTER),USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",M,31.0,"Forearm, abdomen & upper leg lacerated",N,17h30,6 M [20'] WHITE SHARK,3843
